שם,מספר כתבה,כותרת,צפיות,תאריך יצירה
ענת סימן טוב,1094132,"מנכ""לית פיצה האט: ""מתכון בצק הפיצה שלנו סודי, כמו קוקה קולה""",557,05/12/2025 13:51
רונן זכאי,1094268,נטפליקס במהלך מטלטל: רכשה את ענקית הבידור ב-72 מיליארד דולר,676,05/12/2025 13:46
גיא מויאל,1094269,עומר אדם יעשה קאמבק? זה מה שצפוי לקרות,452,05/12/2025 13:35
גיא מויאל,1094266,דולנד טראמפ גונב את ההצגה הגדולה: ינאם בשידור חי,696,05/12/2025 13:16
ענת סימן טוב,1094264,עכשיו זה רשמי: רפורמת החלב  של שר האוצר אושרה ,639,05/12/2025 13:13
יהונתן פרי,1094265,אבל בתעשייה: איש התקשורת הנערץ מת בפעילות - ערוץ 14 ספדו,2568,05/12/2025 13:10
רונן זכאי,1094261,"הקריפטו היומי: הביטקוין יורד, והשוק בצניחה",402,05/12/2025 13:07
יהודה רוזן,1094263,"אסון ברחובות: ילד כבן 6 נפטר מווירוס שפעת - ""אנא לכו להתחסן""",450,05/12/2025 13:04
גיא מויאל,1094262,פרשת הימורים חסרת תקדים: שני כדורגלנים נעצרו,461,05/12/2025 12:57
איציק יצחקי,1093657,"מחקר: גרים בערים האלה? אתם משלמים מעל 10,000 שקל משכנתא",582,05/12/2025 12:46
יהודה לוינגר,1094260,סנסציה בגביע העולם בשחמט: הוכתר האלוף הצעיר ביותר אי פעם,362,05/12/2025 12:41
יהונתן פרי,1094258,תקציב המדינה 2026: בשורה לזוגות הצעירים ולמשרתי המילואים,1177,05/12/2025 12:26
גיא מויאל,1094257,"הדרמה של מירן ומאור בוזגלו: ""הרגשתי שאני מתמוטטת""",395,05/12/2025 12:22
רונן זכאי,1094259,,0,05/12/2025 12:20
רונן זכאי,1094253,"אייל שני חושף: ""יש לי תינוקות סודנים""",908,05/12/2025 12:15
איציק יצחקי,1093874,מי הקבלן החזק בישראל ואיך מוכרים דירות ב-2 מיליארד שקל?,470,05/12/2025 12:05
גיא מויאל,1094256,"בשורה לטסים מנתב""ג: החידוש של חברת ארקיע",619,05/12/2025 12:04
יהודה רוזן,1094255,"השר בן גביר דורש חצי מיליון שקל מ'ידיעות אחרונות': ""עלילות""",680,05/12/2025 12:03
יהודה לוינגר,1094251,המניות החמות של חודש נובמבר: הבינה המלאכותית משגעת את הסוחרים,1295,05/12/2025 11:58
כפיר אדר,1094226,קנס של 1000 שקל ו-8 נקודות: הנהגים בישראל משלמים ביוקר,731,05/12/2025 11:52
יהונתן פרי,1094252,"עומר אדם באקזיט חגיגי, ועידן עופר חוטף מכה של מאות מיליונים",478,05/12/2025 11:42
גיא מויאל,1094250,שוב: קריסה גדולה מטלטלת את הרשת,467,05/12/2025 11:15
יהונתן פרי,1094249,"רוני מאנה נגד עופר ינאי והפועל ת""א: ""פשוט מזעזע. שחצנות""",710,05/12/2025 11:14
רונן זכאי,1094247,"סיכום החודש בבורסה: ""המדדים המרכזיים בשיא כל הזמנים""",446,05/12/2025 11:01
גיא מויאל,1094248,"דירוג עשירי העולם: מאסק שובר שיאים, בזוס צונח",475,05/12/2025 10:55
רונן זכאי,1094245,צים בדרך להימכר? הקונה שהגיש את ההצעה הרשמית נחשף,782,05/12/2025 10:39
יהונתן פרי,1094246,בן כספית חושף: אני בעד חנינה לנתניהו,609,05/12/2025 10:35
כפיר אדר,1094227,ענקית התעופה קורסת: הפסידה 200 מיליון דולר בחודש,619,05/12/2025 10:17
רוי שיינמן,1094148,סמוטריץ' הפיל את מניות האופנה בנובמבר: מי קרסה ב-20%?,446,05/12/2025 10:15
רונן זכאי,1094242,לברון ג’יימס רושם שיא שלילי היסטורי: שכולו ניצחון אחד גדול,364,05/12/2025 10:14
יהונתן פרי,1094243,"""אחים לנשק"" בתגובה חריפה לכ""ץ: ""ממשיך לפגוע בביטחון המדינה""",419,05/12/2025 10:13
ענת סימן טוב,1094089,"דודו אוטמזגין: ""סופגניה צריכה לעלות עד 20 שקלים""",2303,05/12/2025 09:59
רונן זכאי,1094240,"לקראת שבת: פרשת וישלח - ""המוח היהודי זקוק ליהדות""",119,05/12/2025 09:48
יהונתן פרי,1094241,"ישראל כ""ץ מכריז: חסמתי את קידומו של מנהיג ""אחים לנשק""",462,05/12/2025 09:41
רונן זכאי,1094237,"דנה אינטרנשיונל בצל הסערה: ""מי שרוצה בן גביר שיבין שזה המחיר""",948,05/12/2025 09:23
גיא מויאל,1094239,רייטינג: הפתעה גדולה של רשת 13 שעקפה את המתחרה,933,05/12/2025 09:21
גיא מויאל,1094238,"המיליארדר שרכש את הפועל ת""א הגיע לישראל - ונותר מאוכזב",1357,05/12/2025 08:58
רונן זכאי,1094235,ישלם 22 מיליון שקל: איש העסקים הישראלי הורשע בעבירות מרמה,675,05/12/2025 08:39
גיא מויאל,1094236,"כדורגלן ישראלי ובת זוגו נעצרו בחשד לסחר בסמים: ""היו בדרך להפצה""",679,05/12/2025 08:33
יהונתן פרי,1094231,"גיא לרר מביך את נועה קירל: ""למה לא הוזמנתי לחתונה?""",627,05/12/2025 08:23
ענת סימן טוב,1094083,פער של 590% על אותו מוצר: זו רשת המזון הזולה לשישי,651,05/12/2025 08:20
יהונתן פרי,1094234,תקציב הביטחון לשנת 2026 נחשף - והוא נמוך מהדרישה המקורית,400,05/12/2025 08:17
גיא מויאל,1094233,"שירי מימון: ""אני חושבת שהחשיפה הזו היא לא אידיאלית לילדה בת 16""",490,05/12/2025 08:05
רונן זכאי,1094232,הפסידה 200 מיליון דולר: ענקית התעופה שהתרסקה תוך חודש וחצי,0,05/12/2025 07:54
רונן זכאי,1094229,"""מלך ההימורים"" איבד מיליון שקל בחודש אחד | כל הפרטים",4901,05/12/2025 07:49
גיא מויאל,1094230,"שחקן הטלוויזיה הישראלי: ""המראה האשכנזי שלי עובד לרעתי היום""",616,05/12/2025 07:44
גיא מויאל,1094228,"עופר ינאי מטיל פצצה: ""חייב לקחת צעד אחורה"" ",628,05/12/2025 07:22
אפרת בבג'ני,1094211,בנק הפועלים מחזר אחר הצעירים בקמפיין חדש עם אורי ורד | פרסומת השבוע,549,05/12/2025 07:01
אפרת בבג'ני,1094202,חברת ה-AI הישראלית זוכה להבעת אמון: גייסה 130 מיליון דולר,473,05/12/2025 07:01
רונן זכאי,1094208,הונם של כל המיליארדרים בעולם שבר את שיא כל הזמנים | כל הפרטים,428,05/12/2025 07:00
כפיר אדר,1094225,אברי גלעד כותב בצער: ''כמה עצוב שהגענו לזה'',562,05/12/2025 07:00
כפיר אדר,1094224,הראל ויזל סוגר את כל הסניפים בישראל: ''הרשת תסיים את פעילותה'',5726,05/12/2025 06:54
כפיר אדר,1094223,סקר מנדטים דרמטי: נתניהו מקבל חדשות נהדרות מהמפלגה שנשכחה,893,05/12/2025 06:47
כפיר אדר,1094222,מגיש חדשות 12 נגד אמנון לוי: ''העיוורון שלך הוביל אותנו לטבח'',1406,05/12/2025 06:41
כפיר אדר,1094220,ביטוח לאומי מזהיר מקריסה: ''החלטות שיפגעו בציבור'',1923,05/12/2025 06:36
כפיר אדר,1094221,כניסת השבת: מתי השבת נכנסת ויוצאת ומה יהיה מזג האוויר?,249,05/12/2025 06:32
איציק יצחקי,1093864,"במחיר מציאה: בכמה נמכרה דירה ענקית ליד אבן גבירול בת""א?",924,05/12/2025 06:19
יהודה רוזן,1094219,"דרכון פורטוגלי, הסוף? החוק שצפוי לסגור את הדלת בפני הישראלים",639,05/12/2025 03:26
יהודה רוזן,1094218,"עדן הראל מסקרנת את הרשת אחרי החגיגה: ""שומרת אותה בסוד""",586,05/12/2025 03:11
יהודה רוזן,1094217,"הח""כ התפוצץ על נשיא בית המשפט העליון: ""בקול ברור - לא לקיים הפסיקה""",1430,05/12/2025 02:58
יהודה רוזן,1094216,באמצע השיפוץ התגלו 150 אלף שקל – וזה מה שרוכש הדירה עשה | צפו,970,05/12/2025 02:42
יהודה רוזן,1094215,שקט מתוח לפני הסערה בוול סטריט: מי המריאה ומי התרסקה?,536,05/12/2025 02:20
אפרת בבג'ני,1094214,"מגיש חדשות 12 מודה: ""אני מקלל ושואל למה אני עושה את זה לעצמי?""",679,04/12/2025 22:57
רעי שני,1094212,השחקן האהוב הלך לעולמו בגיל 54: כעת האמת הכואבת על מותו נחשפת  ,1509,04/12/2025 22:40
רעי שני,1094213,"הזמרת הישראלית עברה אונס אכזרי: ""הוא חילל אותי, הגוף מפורק""",2061,04/12/2025 22:27
רוי שיינמן,1094120,החודש הראשון אחרי המלחמה: מה קרה למניות הביטחוניות בנובמבר?,753,04/12/2025 22:00
רעי שני,1094209,"סקר מנדטים מפתיע: נתניהו נוסק, בנט מתחזק ויאיר גולן מאבד גובה",1688,04/12/2025 21:59
יהודה רוזן,1094210,וואטסאפ בשדרוג משמעותי: זה הפיצ’ר שיקל על מיליוני משתמשים,943,04/12/2025 21:59
רונן זכאי,1094204,"אהרון ברק תוקף את נתניהו: ""כבר איננו אזרחים, אלא נתינים""",481,04/12/2025 21:39
רעי שני,1094207,"עופר חדד ניצל ממוות: ""קרה לי נס, הבנתי מהר מאוד שזהו""",590,04/12/2025 21:32
אפרת בבג'ני,1094206,סקר מנדטים חדש - מהפכה בגושים: בנט דוהר לראשות הממשלה?,1111,04/12/2025 21:31
רעי שני,1094205,"המע""מ החדש מבוטל ברגע האחרון: ""יביא לתרומה כלכלית לישראל""",358,04/12/2025 21:25
רעי שני,1094203,"דרמה בוואלה, העיתונאים הבכירים תוקפים: ""ההנהלה מובילה אותנו לתהום""",759,04/12/2025 21:03
רעי שני,1094200,"מצמרר: מיצב להנצחת שירי, אריאל וכפיר ביבס נחנך בקיבוץ צאלים",270,04/12/2025 20:53
רונן זכאי,1094201,אלו המקומות שאסור לכם לטוס אליהם: דירוג המדינות המסוכנות בעולם,430,04/12/2025 20:50
אפרת בבג'ני,1094198,"עדן פינס: ""עדיין לא מעכלת שאני עוזבת אחרי 10 שנים""",400,04/12/2025 20:31
רונן זכאי,1094197,דרמה באירוויזיון 2026: גל של מדינות פורשות בגלל השתתפות ישראל,550,04/12/2025 20:23
יהודה לוינגר,1094196,"יצחק תשובה ודודו זבידה הכריעו: זה המנכ""ל החדש של צילו בלו",544,04/12/2025 20:17
אפרת בבג'ני,1094194,תקרת הגירעון תוגדל ב-9 מיליארד שקל: הגזרות וההטבות שיוענקו בתקציב,344,04/12/2025 19:59
ענת סימן טוב,1094195,ישיבת הממשלה החליטה: רפורמת החלב של סמוטריץ' אושרה,737,04/12/2025 19:52
רעי שני,1094193,"דרמה בפרשת הפצ""רית: תביעה בסך מאות אלפי שקלים הוגשה לבית המשפט",1042,04/12/2025 19:37
רונן זכאי,1094192,"יזם הנדל""ן בראיון: ""הפכתי השקעה בנכס אחד לחוסן פיננסי אמיתי""",0,04/12/2025 19:17
רונן זכאי,1094191,סקר מנדטים חדש מטלטל את מאזן הכוחות הפוליטי בישראל,548,04/12/2025 19:14
רעי שני,1094025,הסטארטאפ החדש של יוצאי 8200 בהישג יוצא דופן: זה סכום העתק שהכניס,406,04/12/2025 19:06
אפרת בבג'ני,1094189,"השחקנית בת ה-41 הקפיאה ביציות וחשפה: ""זה עלה לי 20 אלף שקל""",411,04/12/2025 18:57
רעי שני,1094185,"המאפייה הישראלית האהובה נסגרת: ""צואה על המזון ומוצרים פגי תוקף""",827,04/12/2025 18:56
רעי שני,1094190,דרמת ענק באירוויזיון 2026: זו ההכרעה בנוגע להשתתפות ישראל,377,04/12/2025 18:56
רעי שני,1094188,"רן בוקר נגד ליאור שליין: ""מופע דוחה של בורות ושנאה לדת""",426,04/12/2025 18:38
רונן זכאי,1094187,,0,04/12/2025 18:21
רעי שני,1094186,קנסות ודוחות חדשים במאות שקלים: הנהגים בישראל מסתבכים,367,04/12/2025 18:21
רונן זכאי,1094183,"סיכום המסחר בבורסה: עליות במדדים, והמנייה שהתרסקה ב-20%",370,04/12/2025 18:17
אפרת בבג'ני,1094184,"שלמה פילבר: ""הם ניסו לשתול לי זיכרון חדש, הדיחו אותי לעדות שקר""",336,04/12/2025 18:13
רעי שני,1094173,"חברת התעופה אל על מפנקת: זה שכר המיליונים שיקבל היו""ר",546,04/12/2025 18:00
רוי שיינמן,1094065,מניית השבבים שזינקה ב-12% ביום: למה כולם מדברים עליה עכשיו?,4578,04/12/2025 17:57
רונן זכאי,1094182,במאות מיליוני דולרים: ישראל תמכור מערכות הגנה אוויריות ,288,04/12/2025 17:43
הדר הראל,1094178,מלין פאר למושיקו מור ודניאל עמית? הכירו את הסיפור המעניין בישראל,308,04/12/2025 17:23
אפרת בבג'ני,1094181,"טום אביב חושף: ""הפסקתי לשתות, לעשן ולעשות סמים""",414,04/12/2025 17:21
רעי שני,1094177,"נועה קולר פותחת על חיי הזוגיות: ""אני חוגגת את הסקס הבינוני""",850,04/12/2025 17:12
צוף צימרינג,1094179,מיכאלה ברקו ובתה בצעד חדש יחד לראשונה | פרסום ראשון,464,04/12/2025 17:07
רונן זכאי,1094175,"ההמבורגר הפופולארי מהצפון בסניף חדש בת""א: השף המוכר על התפריט",174,04/12/2025 17:01
אפרת בבג'ני,1094176,"נהג אוטובוס הותקף ע""י בני נוער בחיפה: זו ההנחיה שהועברה לבתי הספר",221,04/12/2025 16:50
רעי שני,1094174,פקקי ענק בכביש 6 ונתיבי איילון: הסיבות לשיבושים הכבדים בתנועה,657,04/12/2025 16:42
אפרת בבג'ני,1094172,"יוסף חדאד על חיסול מנהיג המיליציה בעזה: ""בשורה רעה לישראל""",375,04/12/2025 16:37
רונן זכאי,1094171,רשמי: חלל חטוף אחד ואחרון נשאר בשבי החמאס בעזה | זה סיפורו,197,04/12/2025 16:32
רעי שני,1094170,רשות המסים שלחה לכלא את איש העסקים: העלים מיליונים ושילם ביוקר,950,04/12/2025 16:23
רונן זכאי,1094166,"הקריפטו היומי: השוק מתון, הביטקוין והריפל בירידה",321,04/12/2025 16:13
רעי שני,1094169,מאות אלפי ישראלים יישארו בלי טלפון סלולרי: מה יקרה ב-1.2.2025?,1018,04/12/2025 16:02
אפרת בבג'ני,1094167,"פאנליסטית חדשות 12 בהצהרה מפתיעה: ""נתניהו חייב לקבל חנינה""",2938,04/12/2025 16:00
צוף צימרינג,1094168,דני אבדיה בדרך לככב בטלוויזיה | פרסום ראשון,0,04/12/2025 15:58
הדר הראל,1094141,דירוג החדשות: מי הכי מעניין את הישראלים בשנת 2025?,522,04/12/2025 15:53
רעי שני,1094165,"המסעדה האהובה בישראל קורסת בחובות ובסכנת סגירה: ""המצב בטטה""",32353,04/12/2025 15:49
ענת סימן טוב,1094164,בשורה משמחת לטסים: חברת הלואו קוסט הענקית חוזרת לישראל,455,04/12/2025 15:44
רונן זכאי,1094161,דרמה: מייסד המיליציה שמשתפת פעולה עם ישראל חוסל ברצועה,269,04/12/2025 15:42
אפרת בבג'ני,1094162,דני בסן חוגג יום הולדת 70: זה הווידוי המפתיע שחשף בשידור חי,248,04/12/2025 15:34
צוף צימרינג,1094163,,0,04/12/2025 15:31
רוי שיינמן,1094096,צ'ק פוינט במהלך ענק: 1.75 מיליארד דולר בדרך אליה,692,04/12/2025 15:23
הדר הראל,1094143,"הטבע כתשתית לאומית: בין כלכלה, אקלים וחוסן מדינתי",976,04/12/2025 15:05
כפיר אדר,1094160,מהפכה בטיסות מנתב''ג לאילת: זה מה שעומד לקרות מעכשיו,614,04/12/2025 15:03
אפרת בבג'ני,1094155,מהפכה בעולם הפיננסים: חברת Neema חוגגת הישג היסטורי,522,04/12/2025 15:02
כפיר אדר,1094158,הרב הינוקא חוטף: ''לא צריך לשאוב כסף בנכלוליות''',707,04/12/2025 15:01
ירון שמאי,1094157,דירוג חברות התעופה: מי במקום הראשון – ואיפה מדורגת אל על?,195,04/12/2025 14:56
גיא מויאל,1094156,"פנינה רוזנבלום: ""אני מקווה שייתנו לראש הממשלה חנינה""",132,04/12/2025 14:56
צוף צימרינג,1094139,ליאור נרקיס בשיא: זה הצעד החדש בחייו | פרסום ראשון,523,04/12/2025 14:42
צוף צימרינג,1094144,עינב בובליל מפתיעה: לא תאמינו לאן היא נכנסה היום והסיבה לכך | פרסום ראשון,475,04/12/2025 14:39
כפיר אדר,1094154,הקבלן המוכר נסחט ואוים ברצח: המשטרה עם התפתחות דרמטית,728,04/12/2025 14:39
כפיר אדר,1094153,בשורה גדולה לאלפי ישראלים: מי עומדים להרוויח הרבה יותר?,283,04/12/2025 14:34
יהונתן פרי,1094152,"אורי אלמקייס: ""רומן גופמן הפקיר אותי. מינויו מסוכן לביטחון ישראל""",234,04/12/2025 14:33
ירון שמאי,1094150,טרגדיה: מיליונר הקריפטו נחטף ונרצח - ביחד עם אשתו,943,04/12/2025 14:29
גיא מויאל,1094149,וואטסאפ משחררת פיצ'ר חדש שיעשה לנו את החיים קלים,378,04/12/2025 14:21
ענת סימן טוב,1094138,"שר התיירות והשיכון נגד שר האוצר: ""הפעילות שלך תדרדר לזנות ותסגור את התיירות""",245,04/12/2025 14:06
ירון שמאי,1094146,טרגדיה בחדר הכושר: מתאמן נהרג לאחר שמשקולת נפלה עליו,673,04/12/2025 14:04
גיא מויאל,1094147,"יהודה בוחבוט חיכה לאחת הנכונה: ""כל הזמן מתחילות איתי""",1261,04/12/2025 14:01
כפיר אדר,1094145,רמי לוי שובר את השוק עם מותג היוקרה: ''לא תמצאו בשום מקום'',943,04/12/2025 13:57
יהונתן פרי,1094142,מסר לוולט - במקום זיני והימלבלוי: דניאל עמית רוצה קמפיין עם אמילי,312,04/12/2025 13:51
ירון שמאי,1094140,95 רשויות ביקשו העלאה חריגה בארנונה: גם בישוב שלכם?,281,04/12/2025 13:50
דורה ג'ונסון,1094091,"פיצוץ ברחובות? 10,000 יהודים יגיעו בשבועות הקרובים לישראל",198,04/12/2025 13:50
כפיר אדר,1094081,בנק ישראל בהבהרה חשובה: זו האמת על הרפורמה החדשה בבנקים,354,04/12/2025 13:49
דורה ג'ונסון,1094107,החלל החטוף סותדיסאק רינתלאק ז״ל: הושב לישראל והושלם זיהויו,146,04/12/2025 13:49
דורה ג'ונסון,1094114,שמועה או אמת? אלו המפורסמים שיקבלו שטר על שמם,516,04/12/2025 13:49
דורה ג'ונסון,1094135,הורים בישראל? משרד הבריאות ברפורמה חדשה לילד,352,04/12/2025 13:48
רוי שיינמן,1094137,"החברה הישראלית מסתבכת: ""הטעתה משקיעים""",485,04/12/2025 13:44
גיא מויאל,1094136,בשורה לחובבי ה-NBA: כך תוכלו לצפות בדני אבדיה בחינם,633,04/12/2025 13:33
ירון שמאי,1094134,"השחקנית האגדית חושפת: ""אני בדיכאון, ניסיתי להתאבד וניצלתי בנס""",282,04/12/2025 13:29
צוף צימרינג,1094123,"ליאור נרקיס שעקץ את גרושתו, חושף: ""יש לי חברה ואני אוהב אותה""",568,04/12/2025 13:28
כפיר אדר,1094133,השכר בישראל מזנק ב-4.6%: האם אתם מרוויחים פחות מהממוצע?,576,04/12/2025 13:23
גיא מויאל,1094130,המיליארד הישראלי חושף את סוד ההצלחה: כך תוכלו לעשות מיליונים,570,04/12/2025 13:19
דורה ג'ונסון,1094131,,0,04/12/2025 13:15
כפיר אדר,1094126,גיא פלג תוקף את חקירת הפצ''רית: ''ריסוק של המנגנונים'',328,04/12/2025 12:55
צוף צימרינג,1094127,בן זיני ועדי הימלבלוי נפרדו: מאות אלפי שקלים ילכו לפח? | כל הפרטים,486,04/12/2025 12:54
ענת סימן טוב,1094119,"חזית החקלאות נגד סמוטריץ' ורפורמת החלב: "" אובססיה אישית של השר""",199,04/12/2025 12:52
ירון שמאי,1094125,"מחבר 'אבא עשיר אבא עני' חושף: ""זו הדרך שלכם להתעשר""",277,04/12/2025 12:47
כפיר אדר,1094124,מיליון שקל פיצוי בתאונה גם בלי להיות מבוטח: איך זה אפשרי?,287,04/12/2025 12:40
גיא מויאל,1094122,"הזמר המוכר חושף את הסולחה עם אייל גולן: ""לא עשה שום דבר פלילי""",1782,04/12/2025 12:37
יהונתן פרי,1094121,"השחקנית החדשה בבורסת ת""א נחשפת: הגדולה בשוק הישראלי מ-2019",268,04/12/2025 12:37
