שם,מספר כתבה,כותרת,צפיות,תאריך יצירה
כפיר אדר,1049387,ענקית התעופה קורסת: הפסידה 11.8 מיליארד דולר בשנה ,24402,30/01/2025 14:29
שרון בירקמן,1049385,לידר שוקי הון: אחרי דוחות טבע - זה מה שיקרה למניה | ניתוח,658,30/01/2025 14:18
אפרת קרסנר,1049389,"כפיר צפריר על שחרור החטופים: ""לא צפיתי בתעמולות חמאס""",269,30/01/2025 14:05
כפיר אדר,1049375,מגישת חדשות 13 מקבלת עונש: זו הסיבה שתשאר בישראל,1562,30/01/2025 13:59
שרון בירקמן,1049383,"סמוטריץ' תומך: ""ליצור מצב שבו אין תמריץ לניגוד עניינים""",390,30/01/2025 13:47
רעי שני,1049382,מהפכה בחניה בתל אביב: כל המידע לנהגים על השינויים שיחלו ב-1.2,22984,30/01/2025 13:45
אורטל כהן,1049381,"אדל בספלוב במסר מרגש לאגם ברגר: ""איפה שתהיי, מתי שרק תרצי""",435,30/01/2025 13:43
דודי לוי,1049379,רק בן 25 - אבל מחזיק במיליון שקל במזומן,740,30/01/2025 13:34
כפיר אדר,1049377,"העיר המבוקשת תגדל ב-12,000 תושבים: אלפי דירות חדשות בדרך",3950,30/01/2025 13:32
כפיר אדר,1049352,"משרד הבריאות באזהרה חמורה: ""הנחיה זו בתוקף עד להודעה חדשה""",347,30/01/2025 13:19
רעי שני,1049373,אסף רפפורט חושף את הבלוף של DeepSeek: מבוכה בענקית ה-AI,47494,30/01/2025 13:03
אורטל כהן,1049205,צליאקים? מצאנו לכם חמש מסעדות שאתם חייבים להכיר,270,30/01/2025 13:02
דודי לוי,1049376,"העונש הכואב של אוהדי הפועל ת""א: 3 ימים אחרי שפרצו למגרש",1097,30/01/2025 13:01
שרון בירקמן,1049374,צ'קפוינט מתפוצצת ברבעון הרביעי: הזמנות של מיליארד דולר,628,30/01/2025 12:51
כפיר אדר,1049366,"נוגה ניר נאמן: ""נפילת מתח, התפרקות, עכשיו יש הזדמנות""",334,30/01/2025 12:38
כפיר אדר,1049365,"מגישות חדשות 12 מתרגשות: ""איזה נשים אדירות גדלות כאן""",354,30/01/2025 12:38
כפיר אדר,1049362,"אופירה אסייג חוגגת יום מאושר: ""כמה מרגש אלוהים, קצת לחייך""",1424,30/01/2025 12:37
הדר הראל,1049371,אגם ברגר: הכירו את הגיבורה שחזרה מהשבי ושמרה על אמונתה עד הסוף,3105,30/01/2025 12:37
כפיר אדר,1049355,"אברי גלעד בפנייה לראש הממשלה נתניהו: ""זוועה, לכל החיים""",411,30/01/2025 12:37
דודי לוי,1049368,השוטרים נדהמו: זה מה שנמצא בתוך המאפיה,3094,30/01/2025 12:36
ענת סימן טוב,1049372,"מועדון ""שלך"" בשיתוף פעולה מרגש: זה מה שיקרה בט""ו בשבט",430,30/01/2025 12:31
רעי שני,1049370,ב-85 מיליון שקל: ווישור מכרה מניות איילון ביטוח וביצעה הנפקה,300,30/01/2025 12:26
כפיר אדר,1049369,בשורה קשה לנהגים בישראל: זה המחיר החדש לליטר דלק,2837,30/01/2025 12:18
רעי שני,1049367,"טיסות ישירות מנתב""ג ליעד האהוב: ענקית התעופה בבשורה מפתיעה",543,30/01/2025 12:15
כפיר אדר,1049359,בגיל 82: אחד מהפרופסורים המשפיעים בישראל הלך לעולמו,680,30/01/2025 12:12
יוסף דולגופולסקי,1049350,"האם ניתן לשחד את נשיא ארה""ב בעזרת מטבעות מם?",399,30/01/2025 12:10
דודי לוי,1049356,תבעה בטענה לנכות ושיתוק: זה מה שחשפו סרטוני המעקב,612,30/01/2025 11:46
אורטל כהן,1049358,עדן פינס מספקת הצצה מפתיעה לעתיד בשמלה לבנה,902,30/01/2025 11:44
רעי שני,1049360,"ואלרי חמאתי מתרגשת: ""אנחנו העם הכי יפה ומיוחד בעולם""",659,30/01/2025 11:41
אפרת קרסנר,1049364,"התצפיתנית שנחטפה שאלה את אביה: ""מה תרצה שאעשה אם איחטף?""",474,30/01/2025 11:41
כפיר אדר,1049342,פרשת מאמן הכושר וסרטוני המין ביבנה: כוכב האח הגדול חושף שנבגד,21891,30/01/2025 11:41
ירון שמאי,1049361,"כחצי מיליארד דולר: שלושת הישראלים ישלמו קנס ענק בארה""ב",896,30/01/2025 11:35
שרון בירקמן,1049363,מגדל ביטוח מתקדמת לחלוקת דיבידנד שוטפת כבר ב-2027,323,30/01/2025 11:33
אפרת קרסנר,1049357,"כוכבת ""אהבה חדשה"" על הביקורת נגדה: ""אני ופרי לא התאמנו""",787,30/01/2025 11:21
כפיר אדר,1049346,בשורה אדירה לנהגים: זה מותג הרכב שמשיק עמדות טעינה,1893,30/01/2025 11:13
כפיר אדר,1049353,ב-283 מיליון שקל: זו העיר שתתחבר למטרונית,938,30/01/2025 11:11
רעי שני,1049351,"מעיין אשכנזי מגיבה לסערת הבגידה: ""מיועד לקופים במדינת ישראל""",580,30/01/2025 11:01
יונתן סידון,1049017,"סופר מרקטינג: הכירו את  דרור בהט – סמנכ""ל השיווק של פלאפון ו-yes",946,30/01/2025 11:00
שרון בירקמן,1049354,"דויטשה בנק ברבעון מאכזב: ""לא מרוצים מהוצאות חד פעמיות או הפתעות""",216,30/01/2025 11:00
יהודה לוינגר,1049349,"מנכ""ל פפר בג'וב חדש: זו ענקית הפינטק העולמית אותה יוביל",3998,30/01/2025 10:49
אפרת קרסנר,1049347,"מגישת רשת 13 על שחרור החטופה: ""טקסים מטומטמים""",536,30/01/2025 10:48
כפיר אדר,1049348,ריקול ענק לקוקה קולה: זו הסיבה להסרת המוצרים מהמדפים,987,30/01/2025 10:40
כפיר אדר,1049340,ענקית הרכב במהלך מטלטל: זה המותג שרוצה למכור את המפעלים,390,30/01/2025 10:38
רעי שני,1049344,הזמנתם טיסה ומלון לאחרונה? העוקץ החדש באתר החופשות הפופולרי,967,30/01/2025 10:36
אורטל כהן,1049343,רביד פלוטניק חושף מה הוא אוהב לעשות בלילות,442,30/01/2025 10:34
שרון בירקמן,1049345,ב-120 מיליון אירו: החברה הישראלית בהסכם עם יצרן רכב מוביל ,402,30/01/2025 10:28
יוסף דולגופולסקי,1049339,ביטקוין לצד זהב ונפט: מטבעות הקריפטו בצמרת הכלכלה העולמית  ,622,30/01/2025 10:15
רעי שני,1049341,"כמה טוב שבאתם הביתה: אגם ברגר, גדי מוזס וארבל יהוד בישראל",1949,30/01/2025 10:08
אפרת קרסנר,1049333,"""אהבה חדשה"" ליהקה את הנשים הכי מעצבנות בישראל",2538,30/01/2025 10:05
כפיר אדר,1049331,מהפכה בחניות בישראל מה-2.2: איך תקבלו 50 שקלים מתנה?,419,30/01/2025 10:00
רעי שני,1049336,"רמי לוי, שופרסל או ויקטורי: אותו מוצר בפער של 80% במחיר",24128,30/01/2025 09:54
כפיר אדר,1049326,"גרושתו של אייל גולן תחת מתקפה: ""דבר שאסור בחוק""",805,30/01/2025 09:50
כפיר אדר,1049324,"טילטיל נחשף: ""הדברים האישיים שלי עם רוסלנה ילכו איתי לקבר""",910,30/01/2025 09:47
רעי שני,1049338,הג'יהאד שחרר סרטון ראשון של גדי מוזס וארבל יהוד מתאחדים: צפו,568,30/01/2025 09:40
כפיר אדר,1049335,"הפתעה בנדל""ן בת""א: ""בוחנים את הורדת היכל מנורה מתחת לקרקע""",1896,30/01/2025 09:32
כפיר אדר,1049332,"רייטינג: ארץ נהדרת מתפוצצת, הפטריוטים לא מתקשים מול רשת 13",5022,30/01/2025 09:18
כפיר אדר,1049318,"רותם סלע וקשת 12 תחת ביקורת: ""אל תישאבו לבידור ולהסחות דעת""",475,30/01/2025 09:11
כפיר אדר,1049319,"דניאל גרינברג: ""אם אתן דוגלות בבגידות, אחלה""",539,30/01/2025 09:10
כפיר אדר,1049330,אקזיט הענק של אהוד ברק בסכנה? משרד הביטחון בודק,2588,30/01/2025 09:08
ירון שמאי,1049328,עם 11 מיליון מסירות: זה מותג הרכב הנמכר ביותר בעולם ב-2024,1374,30/01/2025 09:02
ענת סימן טוב,1049329,מחפשים לטוס בזול? כך תמצאו את המחירים הטובים ביותר ,498,30/01/2025 08:57
אפרת קרסנר,1049327,"הצעת הנישואין המרגשת ב""אהבה חדשה"": צפו",482,30/01/2025 08:56
רעי שני,1049325,"חברת IBM מנפצת את התחזיות: הרווחים הפתיעו לטובה, המניה זינקה",327,30/01/2025 08:48
כפיר אדר,1049323,"נתב""ג בהודעה לנוסעים: ""שינויים אפשריים, יש גם לבדוק את לוח הטיסות""",361,30/01/2025 08:28
רעי שני,1049322,"אסי עזר חוגג עם בעלו הישג ענק: ""מזל טוב אלברט""",680,30/01/2025 08:27
רעי שני,1049321,"מנחת הטלוויזיה נגד דניאל גרינגברג: ""זו עבירה פלילית""",889,30/01/2025 08:12
רעי שני,1049320,"הפחתת שכר המורים בישראל בוטלה: ""משרד האוצר מנסה להעניש""",612,30/01/2025 07:59
רעי שני,1049317,"הפעימה השלישית של שחרור החטופים: הלו""ז המלא והחשש בישראל",734,30/01/2025 07:51
כפיר אדר,1049313,פרשת סרטוני המין ומאמן הכושר מיבנה: ליהיא גרינר נקלעת למתקפה,825,30/01/2025 07:40
כפיר אדר,1049315,"הסכנה שישראל לא הכירה: זו הסיבה ל-5,510 נפטרים בשנה",927,30/01/2025 07:37
כפיר אדר,1049316,"הכביש שמסכן אתכם בדו""ח ודאי נחשף: זו העיר בה הנהגים מסתבכים",1034,30/01/2025 07:31
רעי שני,1049314,"מטוס של ענקית התעופה התנגש במסוק: 19 נהרגו, חשש לחיי שאר הנוסעים",649,30/01/2025 07:26
דודי לוי,1049166,מכות בישבן והצמדת ראש לאיבר המין: מה קרה בחברה הזאת?,3224,30/01/2025 07:00
כפיר אדר,1049312,"הנהגים בישראל יחסכו כ-3,700 שקל בשנה: מי עומדים להרוויח?",3254,30/01/2025 06:47
כפיר אדר,1049311,"מאמן הכושר מיבנה מדבר לראשונה על סרטוני המין: ""הכל בהסכמה""",15738,30/01/2025 06:41
כפיר אדר,1049310,ביטוח לאומי בבשורה משמחת: מענק לחשבון הבנק למאות אלפי ישראלים,1342,30/01/2025 06:35
אפרת בבג'ני,1049292,"סמוטריץ' על פרשת סלייס: ""זו טרגדיה אבל המדינה לא אמורה לפצות""",1059,30/01/2025 06:30
כפיר אדר,1049309,"רמי לוי מוריד את המחירים ב-30%? ""למנוע התייקרות נוספת""",13912,30/01/2025 06:29
כפיר אדר,1049308,"צופית גרנט מזועזעת: ""חלאת המין האנושי, איש מגעיל, אידיוט""",50013,30/01/2025 06:23
כפיר אדר,1049307,"גיא זוארץ חושף בהתרגשות: ""הפעם הראשונה שדיברתי עם יעל""",1121,30/01/2025 06:17
ענת סימן טוב,1049286,מחפשים לטוס בזול? כך תעשו זאת ב-70 יורו בלבד  ,840,30/01/2025 06:11
ענת סימן טוב,1049287, יש חסד או אושר עד: איזו רשת חרדית משתלמת ביותר?  ,2223,30/01/2025 06:11
אפרת קרסנר,1049289,"מגישת חדשות 13 נפרדת: ""מהדורה לפני אחרונה""",13299,30/01/2025 06:11
איציק יצחקי,1048759,"""שוק המשרדים מתאושש. אפשר להגיע לתשואה של 10%-9%""",1920,30/01/2025 06:10
רויטל ונונו,1049306,"אילנית לוי מתייחסת לידיעה שרמזה שהיא מתגרשת: ""פרק נחתם"" ",9759,30/01/2025 04:20
רויטל ונונו,1049305,הכוכבת משתפת: השמיעו לי צרחות של תינוק בטלפון כדי לפגוע בי אחרי הפלה,458,30/01/2025 03:49
רויטל ונונו,1049304,איך מאמן הכושר מיבנה הצליח? לשלישיית מה קשור יש תשובות,75253,30/01/2025 03:02
רויטל ונונו,1049303,המוזיקאי חושף אירוע מזעזע: ניסיתי להתאבד כדי להעניש את הוריי,1233,30/01/2025 02:12
יהודה רוזן,1049302,"עמית סגל מתפוצץ על פעיל המחאה הידוע: ""סוטה. אוהב לדמיין""",1379,30/01/2025 01:35
רויטל ונונו,1049301,"נסרין קדרי סוגרת חשבונות עם חמותה בהופעה: ""מה זה יעזור לך?!""",32448,30/01/2025 01:14
יהודה רוזן,1049300,בספארי חגגו: כך העניקו לקיפוד טיפול יוצא דופן – צפו,323,30/01/2025 01:03
יהודה רוזן,1049299,"כוכב התאגיד ובנו של הח""כ נפרד מתוכניתו הפופולרית - ""זהו""",843,30/01/2025 00:41
יהודה רוזן,1049298,הישראלים חוגגים: אלו המתנות שהכי אהבנו לקבל בשנת 2024,341,29/01/2025 23:56
רפאל בן זקרי,1049296,מטא שוברת שיאים: ההכנסות והרווחים מזנקים בעקבות ה-AI,788,29/01/2025 23:50
רויטל ונונו,1049297,מיקרוסופט עולה על ציפיות הרווח בזכות הביקוש הגובר ל-AI,563,29/01/2025 23:30
רפאל בן זקרי,1049295,טסלה פספסה את התחזיות: המניה יורדת בעקבות אכזבת המשקיעים,655,29/01/2025 23:11
אפרת בבג'ני,1049294,"כוכבת ""ארץ נהדרת"" חושפת סיפור מרגש: ""אני אוהבת אותך""  ",567,29/01/2025 23:06
ירון שמאי,1049293,מפחיד: ילד בן 8 התעוור לאחר שאכל את הג'אנק פוד הפופולארי,778,29/01/2025 23:00
ירון שמאי,1049291,נשק העתיד של ישראל נחשף: הלייזר שיחליף את כיפת ברזל?,2418,29/01/2025 22:36
עידו מור עידו מור,1049290,השותף לשעבר של אילנה דיין חושף: זו הסיבה בגללה עזב את עובדה,1684,29/01/2025 22:29
עידו מור עידו מור,1049285,סרט חדש בדרך? טרנטינו חושף פרטים ראשונים על הפרויקט החדש ,547,29/01/2025 22:09
כפיר אדר,1049281,פרשת מאמן הכושר מיבנה וסרטוני המין: אחת המתאמנות נחשפת,7731,29/01/2025 21:58
אפרת בבג'ני,1049288,קטר מאחדת כוחות עם חמאס: כך המדינה המתווכת מסייעת לארגון הטרור,290,29/01/2025 21:55
כפיר אדר,1049283,"כוכב נבחרת ישראל בעסקת נדל""ן מטורפת: היכן רכש שתי דירות?",957,29/01/2025 21:34
כפיר אדר,1049282,"חברות הנדל״ן והמפרסמים בערוץ 14 חוטפים: ""לא אנשי עסקים ראויים""",621,29/01/2025 21:28
כפיר אדר,1049146,"עינב בובליל חושפת בכאב: ""יש לי כאבי תופת, נפוחה וכאובה""",551,29/01/2025 21:25
כפיר אדר,1049224,פרשת מאמן הכושר וסרטוני המין מיבנה: למה פאולה רוזנברג כועסת?,782,29/01/2025 21:23
אפרת בבג'ני,1049284,"54% מהעצמאים נפגעו כלכלית בגלל המלחמה: ""אין עזרה מהמדינה""",463,29/01/2025 21:19
עידו מור עידו מור,1049275,הבנק הפדרלי הותיר את הריבית ללא שינוי בשיעור של 4.5%,429,29/01/2025 21:16
דוד זולדן,1049207,נהרגו בשוגג: התאונות המבצעיות ורשימת החללים המתארכת ,274,29/01/2025 20:56
כפיר אדר,1049228,"גיא לרר מזהיר מפרשת מאמן הכושר וסרטוני המין: ""עלול להביא להתאבדות""",879,29/01/2025 20:48
שרון בירקמן,1049151,מאיטליז בשוק הכרמל ל-950 מיליון שקל: ענקית הבשר חוגגת,3784,29/01/2025 20:42
אפרת בבג'ני,1049280,"ניקול ראידמן מאוכזבת: ""עצוב, זה מה שמעניין את עם ישראל?"" ",721,29/01/2025 20:42
כפיר אדר,1049177,"כוכבת קופה ראשית חושפת בכאב: ""הוא היה גבר מדהים""",1124,29/01/2025 20:37
יהודה לוינגר,1049278,"שכרו של יו""ר בנק לאומי החדש נחשף: וזו הבקשה המפתיעה שלו",2442,29/01/2025 20:36
ירון שמאי,1049279,החברה הישראלית שעבדה עם מרצדס קורסת: ביקשה חדלות פירעון,4071,29/01/2025 20:30
יהודה רוזן,1049277,מאמן הכושר קיים יחסים - כך כולם רוצים להיות שותפים,4004,29/01/2025 20:19
כפיר אדר,1049221,"ליאון רוזנברג על פרשת מאמן הכושר וסרטוני המין ביבנה: ""זה כל הסוד""",5955,29/01/2025 20:18
דודי לוי,1049273,"בכיר בלשכת עוה""ד: ""קורא לשיח בין עמית בכר ויריב לוין""",480,29/01/2025 20:12
אפרת בבג'ני,1049276,חברת Experis Israel במינוי מסקרן: זה מנהל חטיבת הסייבר החדש,406,29/01/2025 20:07
יהודה רוזן,1049274,בשורה משמחת לנוסעים: חברת תעופה פופולרית נוספת חוזרת לישראל,3476,29/01/2025 19:54
שרון בירקמן,1049164,גב-ים הרוויחה 478 מיליון שקל ב-2024: בכמה ירדה מ-2023?,449,29/01/2025 19:52
אפרת בבג'ני,1049271,"ינון מגל מזהיר את רה""מ נתניהו: ""זה יהיה סוף הקריירה שלך""",2789,29/01/2025 19:50
כפיר אדר,1049270,"דניאל גרינברג בדרך לעבור ניתוח חזה: ""היו לי גושים בשד""",1061,29/01/2025 19:45
יהודה לוינגר,1049272,"גלגל""צ במינויים בצמרת: אלה הבכירים שבחרה המנהלת החדשה",1320,29/01/2025 19:38
עידו מור עידו מור,1049268,"לקראת הפגישה עם טראמפ: רה""מ נתניהו מסתבך עם הפרקליטות",336,29/01/2025 19:37
דודי לוי,1049203,"הדלפת הסרטון משדה תימן: ""איך אתה בודק את הבוסית שלך?""",629,29/01/2025 19:34
כפיר אדר,1049213,מגישת הפטריוטים 2 חושפת: זה האורח המפתיע שמגיע,575,29/01/2025 19:30
אפרת בבג'ני,1049267,"פרטנר חוגגת הישג ענק: ""הביצועים הטובים ביותר באינטרנט דור 5""",598,29/01/2025 19:12
ירון שמאי,1049269,מאמן כושר נעצר: אלו החשדות החמורים שהמשטרה מייחסת לו,1437,29/01/2025 19:10
יהודה רוזן,1049266,פרשת מאמן הכושר מיבנה: משרד המשפטים פתח בבדיקת האירוע,836,29/01/2025 19:04
עידו מור עידו מור,1049265,"""חקיקה הרסנית"": הממשלה אישרה הצעת חוק נגד מועצת תאגיד השידור",662,29/01/2025 19:02
כפיר אדר,1049236,"העיר המבוקשת במרכז תגדל בכ-38,000 תושבים: אלפי דירות בדרך",20624,29/01/2025 18:45
כפיר אדר,1049210,אבל בחולון: הוריו של השחקן האגדי נפטרו בפער של חצי שנה,980,29/01/2025 18:43
עידו מור עידו מור,1049254, סיכום המסחר בבורסה: הראל ויזל חוגג ומניית טבע צונחת ב-14%,397,29/01/2025 18:24
אפרת בבג'ני,1049260,"חברת הסייבר מגייסת 20 מיליון דולר: ""שמחים על אמון המשקיעים""",302,29/01/2025 18:24
רעי שני,1049264,הסטארטאפ הישראלי ממשיך לעורר עניין: שני גיוסים ב-240 מיליון שקל,383,29/01/2025 18:20
כפיר אדר,1049219,רשות המסים בבשורה משמחת: אלו המענקים שתוכלו לדרוש מהיום,10435,29/01/2025 18:19
אפרת בבג'ני,1049263,דרמה בעולם המשפט: המיליארדר הישראלי יוסגר לרומניה | זו הסיבה,749,29/01/2025 18:18
אפרת קרסנר,1049262,נועה קירל בהלם: הכוכב שהצליח לעבוד עליה בפסטיגל,2315,29/01/2025 18:13
כפיר אדר,1049214,נמל התעופה החדש בישראל בבשורת ענק: חברות תעופה בדרך,756,29/01/2025 18:06
רעי שני,1049261,מאנדיי ממשיכה לצמוח בישראל: משרדים חדשים וגיוס של 400 עובדים,1489,29/01/2025 18:05
