שם,מספר כתבה,כותרת,צפיות,תאריך יצירה
אפרת בבג'ני,1053284,טלטלה בוולט ישראל: זו הבכירה שעוזבת אחרי 3 וחצי שנים,957,27/02/2025 19:06
אפרת קרסנר,1053283,אחרי 8 חודשים בלבד: זו הבכירה שעוזבת את חדשות 13,1135,27/02/2025 18:30
אפרת בבג'ני,1053282,"סיכום המסחר בבורסה: הראל ויזל חוגג, מניית פוקס עלתה ביותר מ-3%",686,27/02/2025 18:19
שרון בירקמן,1053248,דרמה בשוק? וורן באפט מחסל החזקות בקרנות של S&P 500,23998,27/02/2025 18:01
אפרת בבג'ני,1053281,"אברי גלעד חושף: ""זה מה שגרם לי להתחיל לזלוג ימינה""",801,27/02/2025 17:53
ירון שמאי,1053280,"שערוריית הלוטו הגדולה: חשד להונאה, זכיות ענק תחת חקירה",2306,27/02/2025 17:41
רפאל בן זקרי,1053279, מיקרוסופט בדרישה מטראמפ: לבטל את ההגבלות שפוגעות בישראל,1475,27/02/2025 17:34
אפרת בבג'ני,1053276,"סלע נדל""ן חוגגת: הרווח הנקי זינק בכ-13%, זו התחזית לשנת 2025",700,27/02/2025 17:07
רפאל בן זקרי,1053277, ספוטיפיי מאשימה: אפל מפרה את החוק במכוון?,544,27/02/2025 17:03
אפרת בבג'ני,1053274,"בן אל תבורי מעוניין לחזור לאורטל עמר? ""הוא מאוד רוצה, אני לא""",20314,27/02/2025 16:47
כפיר אדר,1053272,רכבת ישראל בבשורה אדירה: התחנה הזו תכפיל את גודלה,828,27/02/2025 16:47
עמית  בהר,1053275,"פיגוע דריסה בצומת כרכור, 13 פצועים בהם 2 קשה. המחבל נוטרל",1521,27/02/2025 16:38
כפיר אדר,1053266,"אייל ברקוביץ' מתגעגע לאופירה אסייג: ""תישאר בליבי לעד""",9266,27/02/2025 16:12
כפיר אדר,1053273,מכה ענקית לנהגים בישראל: אלו המצלמות החדשות שיתפסו אתכם,1817,27/02/2025 16:10
אפרת בבג'ני,1053271,"הקריפטו היומי: מגמה שלילית בשוק, אלו שני המטבעות היחידים שעלו",1679,27/02/2025 15:51
רפאל בן זקרי,1053270,שיאומי חושפת: ה-Xiaomi 15 Ultra שיאתגר את סמסונג,1721,27/02/2025 15:48
כפיר אדר,1053255,"עוקץ מבחני התיאוריה בישראל נחשף: מה מקבלים ב-8,500 שקל?",701,27/02/2025 15:46
כפיר אדר,1053238,"פטור מלא ממע""מ ופיצויים בדרך? זו הדרישה החדשה שמגיעה",660,27/02/2025 15:45
אפרת בבג'ני,1053269,ענקית הגיימינג מרוויחה 650 מיליון דולר: זו התחזית ל-2025,1579,27/02/2025 15:34
אלמוג אמר,1053258,אין גבול: בת 13 הופעלה על ידי הוריה לגניבה מחנויות,437,27/02/2025 15:23
ירון שמאי,1053267,"הותר לפרסום: כך הסביר רה""מ את הקושי בניהול המדינה והמשפט יחד",608,27/02/2025 15:17
ענת סימן טוב,1053268,,0,27/02/2025 15:05
שרון בירקמן,1053207,אורמת: הרווח למניה מנפץ את התחזיות - אבל מה עם ההכנסות?,468,27/02/2025 15:03
כפיר אדר,1053261,חברת התעופה בבעלות ישראלית בבשורה משמחת: טיסות ליעד חדש,5006,27/02/2025 15:02
אפרת בבג'ני,1053265,טלטלה בחדשות 12: המגישה הבכירה עוזבת אחרי יותר מ-20 שנה,1813,27/02/2025 14:44
אורטל כהן,1053260,"הדרמה האווירית של יעל פוליאקוב ואסי עזר: ""בושות, אני מצטערת""",1319,27/02/2025 14:33
כפיר אדר,1053256,בגיל 75: הזמר האהוב התרסק על הבמה בנפילה מביכה,1417,27/02/2025 14:32
כפיר אדר,1053264,כאל תשלם פיצויים ללקוחות בישראל? זה הסכום שאולי תקבלו,1257,27/02/2025 14:31
שרון בירקמן,1053259,משקיע הקריפטו: טראמפ יגרום לביטקוין להמשיך לרדת - זה היעד החדש,7563,27/02/2025 13:59
כפיר אדר,1053246,טלטלה בחדשות 13: המגיש הוותיק נפרד אחרי 8 שנים ועובר למתחרים,3110,27/02/2025 13:56
דודי לוי,1053233,"יאיר נתניהו במהלך נגד הפרופסור שטען כי ""היכה את אביו""",1400,27/02/2025 13:55
אלמוג אמר,1053253,טראמפ חותך: זו סוכנות הענק הפדרלית שתקוצץ ב- 90%,362,27/02/2025 13:54
כפיר אדר,1053239,הנהגים בישראל משלמים ביוקר: קנסות ונקודות בכבישים המרכזיים,366,27/02/2025 13:53
כפיר אדר,1053224,"מגישת ערוץ 14 מתמודדת עם משבר: ""עצרתי ואמרתי 'לא'""",26512,27/02/2025 13:52
דודי לוי,1052949,המהלך החדש של הנגד ארי רוזנפלד נגד הפרקליטות,276,27/02/2025 13:39
דוד זולדן,1053243,"משחק העונה ללא קהל, ללא מאמן ועם שחקנים מורחקים",640,27/02/2025 13:37
כפיר אדר,1053250,רשת המלונות הישראלית קרסה: מי ישלם עבורה 131 מיליון שקל?,906,27/02/2025 13:35
כפיר אדר,1053208,"שי לי עופרי מאיימת: ""מילה לא במקום""",620,27/02/2025 13:31
כפיר אדר,1053254,מיכל הקטנה למבוגרים בלבד: זה הצעד הבא שלה בגיל 42,2512,27/02/2025 13:31
דידי אלאלוף,1053249,"מדינת ישראל צריכה להגיד לציבור ""לעולם לא עוד"" -וליישם",505,27/02/2025 13:30
אפרת קרסנר,1053252,"גיא זוארץ משתף בכאב: ""עברו שנתיים מהיום שעזב, הוא חי איתי""",360,27/02/2025 13:26
אפרת קרסנר,1053247,מישל טרכטנברג: הסדרות והסרטים בכיכובה שכבשו את הנוער של שנות האלפיים,1390,27/02/2025 13:19
אפרת קרסנר,1053245,טיילור סוויפט שרה על ילד שנפטר - ולנו זה הזכיר את אריאל ביבס,710,27/02/2025 13:01
שרון בירקמן,1053244,"המשקיעים מוטרדים: מאסק עדיין הכי עשיר בעולם, אבל לא בזכות טסלה",3439,27/02/2025 12:48
אפרת קרסנר,1053242,אולה ואופיר נפגשו מתחת לחופה ויצאו לירח דבש רומנטי: צפו בתמונות,767,27/02/2025 12:47
אפרת קרסנר,1053240,"דור רפאלי בזוגיות מפתיעה עם כוכבת ""המרוץ למיליון""",1264,27/02/2025 12:39
אלמוג אמר,1053235,בזוס עם הכרזה דרמטית - שמאיימת על העיתונות האמריקאית,298,27/02/2025 12:35
דידי אלאלוף,1053218,ניצחון מוחלט? אפילו מול הבירוקרטיה אנחנו מפסידים | עמית תומר,693,27/02/2025 12:24
כפיר אדר,1053237,"בגיל 37: ערן זהבי מתכונן ליום שאחרי הכדורגל בפרויקט נדל""ן ענק",9725,27/02/2025 12:22
כפיר אדר,1053223,"עופר לוי חושף את אחייניתו: ""היא לא לסבית, אוהבת גברים""",1111,27/02/2025 12:21
דידי אלאלוף,1053231,"דניאל גרינברג מתפוצצת מאושר: ""אני אדאג לך כל החיים""",3203,27/02/2025 12:21
ענת סימן טוב,1053236, אייר חיפה בהודעה לנוסעים: זה מה שיקרה מחר  ,721,27/02/2025 12:04
אלמוג אמר,1053227,"קבוצת ברנד מתחזקת: ""נערכים לפרויקטי התשתית גדולים, במקביל המטרו""",461,27/02/2025 12:02
אפרת קרסנר,1053226,"נועה קירל נפרדת מהחללים החטופים: ""נוחו על משכבכם בשלום""",493,27/02/2025 11:59
אפרת קרסנר,1053229,"לירן שטראובר נפרד מהחבר שנחטף ונרצח בשבי: ""לא מאמין""",311,27/02/2025 11:59
שרון בירקמן,1053232,ברקס מרשות התחרות: המיזוג בין יצרניות התירוש יורד מהפרק,704,27/02/2025 11:55
ענת סימן טוב,1053230,זארה חושפת: זאת החנות החדשה הגדולה ביותר בארץ,1982,27/02/2025 11:46
רפאל בן זקרי,1053228,אינסטגרם נפרדת מה-Reels? זה השינוי הצפוי בקרוב באפליקציה,1287,27/02/2025 11:43
אלמוג אמר,1053217,נמל חיפה בבשורה משמחת: ירידה של עשרות אחוזים בתור לרציפים ,442,27/02/2025 11:39
אלמוג אמר,1053213,טראמפ מכה שוב: זה היעד הבא שהוא מסמן להטלת מכסים,450,27/02/2025 11:38
כפיר אדר,1053204,רשות המסים בבשורה משמחת: זו מדיניות המס החדשה בישראל,985,27/02/2025 11:37
כפיר אדר,1053189,"ישראל קטורזה חוגג יום מאושר: ""אהבה ללא תנאים""",279,27/02/2025 11:32
ענת סימן טוב,1053225,זארה בבשורה ענקית: זו חברת הבת החדשה שעושה עלייה  ,904,27/02/2025 11:31
אפרת קרסנר,1053210,ההפתעה בהופעה של נועם בתן: הדואט עם אבי אבורומי,246,27/02/2025 11:17
כפיר אדר,1053216,אבל בעולם התרבות: השחקן האהוב ואשתו נמצאו מתים בביתם,2460,27/02/2025 11:16
עידו מור עידו מור,1053221,,0,27/02/2025 11:13
עידו מור עידו מור,1053212,רוג'ר ווטרס חוטף מכה קשה: יפסיד מיליוני דולרים בתביעה נגדו?,499,27/02/2025 11:11
אלמוג אמר,1053205,בעשרות מיליוני דולרים: זו חברת הלווינים הישראלית שבדרך להסכם מכריע,311,27/02/2025 11:02
אלמוג אמר,1053195,לאחר ששיבח את חמאס: מעצרו של כרוז בני סכנין לשעבר הוארך,563,27/02/2025 10:58
ענת סימן טוב,1053215,השביתה ביוון: כל המידע לנוסעים שאתם צריכים לדעת,1025,27/02/2025 10:57
כפיר אדר,1053214,בשורה משמחת לנהגים בישראל: מחירי הדלק עומדים לרדת בקרוב,5938,27/02/2025 10:49
כפיר אדר,1053211,"בשורה ענקית של נתב""ג: זה המהפכה שתעשה ג'יימס-ריצ'רדסון",621,27/02/2025 10:47
כפיר אדר,1053200,שרון גל ישלם 1.9 מיליון לערוץ 14? תביעת ענק נגד המגיש,2111,27/02/2025 10:47
אלמוג אמר,1053199,"רפאל חוגגת: זה המפעל הענק שתקים בארה""ב - ""צעד אסטרטגי""",11493,27/02/2025 10:36
עידו מור עידו מור,1053192,אמזון חשפה את הדור הבא של אלכסה: מהם החידושים העיקריים?,537,27/02/2025 10:36
אפרת קרסנר,1053206,מגישת חדשות 12 ובן הזוג בילו בהופעה של עידן עמדי,3891,27/02/2025 10:36
רפאל בן זקרי,1053209," מנכ""ל אנבידיה מגיב לתחרות: DeepSeek תפגע במכירות?",720,27/02/2025 10:26
דידי אלאלוף,1053201,"הזמר האהוב העלה סרטון חריג והמעריצים נלחצו: ""זה הסמים""",763,27/02/2025 10:25
אורטל כהן,1053198,"אחרי שחרורה מהשבי אגם ברגר מגשימה חלום לשחקן המפורסם: ""תודה השם""",448,27/02/2025 10:13
עידו מור עידו מור,1053202,סוף עצוב: ארבעת החטופים החללים זוהו,344,27/02/2025 10:09
ענת סימן טוב,1053203, הלוטוס הלבן: כמה עולה חדר במלון הנחשק?  ,620,27/02/2025 10:05
שרון בירקמן,1053196,מזרחי טפחות מתפוצץ: רווח נקי של 5.5 מיליארד ודיבידנד שנתי עצום,1899,27/02/2025 10:03
כפיר אדר,1053188,"רייטינג: חדשות 12 שולטת במסך, הפטריוטים בהתאוששות מפתיעה",1566,27/02/2025 09:42
כפיר אדר,1053197,"ראש השב""כ ובני גנץ על הכוונת: זה האיש שחשוד בריגול עבור איראן",534,27/02/2025 09:35
כפיר אדר,1053194,"ג'ודי ניר מוזס נגד הנחת תפילין? ""רק ללקק לחרדים המשתמטים""",567,27/02/2025 09:30
כפיר אדר,1053190,דרמה בשידור חי ב-I24NEWS: למה האורח נטש את הפאנל?,734,27/02/2025 09:29
כפיר אדר,1053186,"יוסף חדאד נפרד בכאב: ""לסיפור הזה אין סוף טוב""",1894,27/02/2025 09:28
כפיר אדר,1053193,מהפכה בתעודות הזהות והדרכונים בישראל: זה מה שיקרה עד מחר,128329,27/02/2025 09:28
אורטל כהן,1053191,"עוגת תותים, שקדים וקוקוס קלה להכנה ובאה טוב בסוף שבוע חורפי",1723,27/02/2025 09:25
אלמוג אמר,1053185,עישן באנג עם תפילין עליו: צעיר נעצר בחשד לפריצות לבית כנסת,169,27/02/2025 09:21
יוסף דולגופולסקי,1053181,האם שוק הקריפטו בדרך להתאוששות – או לצניחה נוספת?,2785,27/02/2025 09:13
אלמוג אמר,1053179,"האכזריות כלפי החטופים: ""הם הורעבו בכוונה, המחבלים צחקו""",321,27/02/2025 09:08
שרון בירקמן,1053187,"בלגן: המנכ""ל הוציא מאות אלפי שקלים לענייניו הפרטיים",417,27/02/2025 09:04
דידי אלאלוף,1053176,"בגיל 42: הגדולה בכל הזמנים שכונתה ""מייקל ג'ורדן"" פורשת",1049,27/02/2025 09:04
עידו מור עידו מור,1053177,קנדריק לאמאר מתחזק על חשבון ברונו מארס | דירוג הבילבורד,327,27/02/2025 09:01
כפיר אדר,1053184,רשת המסעדות האהובה מתרחבת בישראל: אלו שתי הערים שירוויחו,1685,27/02/2025 08:51
כפיר אדר,1053183,העסקים בעיר הזו נושמים לרווחה: הסוף לגניבת הכסף והפריצות?,365,27/02/2025 08:39
כפיר אדר,1053182,בקבוקי FAIRY מזויפים בישראל: כך הצליחו לעבוד על כולם,605,27/02/2025 08:37
כפיר אדר,1053178,רשות המסים בבשורה לא משמחת: זה מה שעומד לקרות למס הזה,911,27/02/2025 08:35
כפיר אדר,1053175,מלון בוטיק חדש ייפתח בישראל: זה היעד היוקרתי שנבחר להקמתו,685,27/02/2025 08:35
יונתן סידון,1053114,לא צדקה אלא צדק: הגיע הזמן לתת לנשים השכולות את שמגיע להן,1214,27/02/2025 08:32
שרון בירקמן,1053180,הדוחות טובים אבל המניה תנודתית: האם הראלי של אנבידיה מתקרר?,1157,27/02/2025 08:31
עידו מור עידו מור,1053172,"תחזית מזג האוויר: גל הקור מאחורינו, מה מצפה בסופ""ש?",370,27/02/2025 07:51
כפיר אדר,1053174,"אייל ברקוביץ' מספר בכאב: ""יש לי צער גדול מאוד""",3353,27/02/2025 07:42
עידו מור עידו מור,1053173,"בצה""ל מאשרים: ארבעה חטופים חללים הושבו לישראל ",323,27/02/2025 07:29
כפיר אדר,1053170,הלוטו נחשף: אלו המספרים שאתם חייבים בטופס כדי לזכות  ,6667,27/02/2025 07:24
דודי לוי,1053106,"8 ועדות, 7 פסקי דין: זה הסיוט הבירוקרטי של אדם חולה כבר 10 שנים",560,27/02/2025 07:12
ענת סימן טוב,1053150,BIG גלילות בבשורה משמחת לצרכנים: זה מה שיקרה היום,711,27/02/2025 07:10
רפאל בן זקרי,1053157, הישראלית שחשפה את מקור הפריצה ל-Bybit: כך זה קרה,667,27/02/2025 07:02
כפיר אדר,1053171,תל אביב 2035: מה ירוויחו התושבים כיום בעוד עשור?,620,27/02/2025 07:02
כפיר אדר,1053169,"מגיש רשת 13 מזועזע: ""כמה טרגדיות בלתי נתפסות החמצנו""",1046,27/02/2025 06:55
רפאל בן זקרי,1053159, OnePlus מתנצלת: הטעות שתהפוך את השעון החדש לפריט אספנות?,530,27/02/2025 06:40
כפיר אדר,1053168,"יעל בר זוהר מפחדת: ""החיים יכולים בשנייה להגמר""",1204,27/02/2025 06:39
אפרת בבג'ני,1053148,הסטארט-אפ הישראלי זוכה להבעת אמון אדירה: גייס 7 מיליון דולר,406,27/02/2025 06:31
הדר הראל,1052877,"נוי הדס: הכירו האישה שהפכה את התותים של ""נוי השדה"" לאימפריה",1943,27/02/2025 06:30
כפיר אדר,1053167,"רמי לוי במתקפה על הרשתות המתחרות: ""ניסיון לפגוע במחירים שלנו""",4574,27/02/2025 06:29
דידי אלאלוף,1053138,שאלנו את ChatGPT: כמה סופות עוד צפויות בישראל? התשובה מפתיעה,558,27/02/2025 06:22
אפרת בבג'ני,1053140,לאחר שסגרה עסקה בסך 60 מיליון דולר: זה הצעד הבא של קרן Firstime,347,27/02/2025 06:21
כפיר אדר,1053166,ביטוח לאומי בבשורה משמחת: זה המענק שיקבלו מחר מיליוני ישראלים,1431,27/02/2025 06:18
כפיר אדר,1053165,בשורה למחדשי הדרכונים ותעודות הזהות: זה מה שתרוויחו עד מחר,2373,27/02/2025 06:13
שרון בירקמן,1053109,"870 מיליון שקל: גיוס אג""ח מוצלח לענקית האנרגיה המתחדשת",426,27/02/2025 06:12
אפרת קרסנר,1053137,שוקולד מנטה מסטיק בקאמבק מרגש: זה התאריך להופעת האיחוד,573,27/02/2025 06:11
איציק יצחקי,1052721,אלו השכונות המבוקשות לרכישת דירה בשרון - ומחירי הדירות בהן,4906,27/02/2025 06:00
רויטל ונונו,1053164,הקומיקאי המפורסם בווידוי נוגע ללב: אני מצליח בזכות זה שאח שלי שנפטר,672,27/02/2025 04:36
רויטל ונונו,1053163,"פאולה רוזנברג מתפוצצת מכעס: ""אי אפשר להמציא את החר# הזה""",679,27/02/2025 03:56
רויטל ונונו,1053162,גל גדות זוכה בכבוד הגדול של טקס האוסקר אך תחלוק אותו עם פרו-פלסטינית,12161,27/02/2025 02:36
רויטל ונונו,1053161,"כוכב ""ארץ נהדרת"" נפרד: ""חיכיתי לפגוש אותו, לצערי הגיעה ההודעה הקשה""",42767,27/02/2025 01:43
רויטל ונונו,1053160,"החללים הישראלים הגיעו לישראל: ""הלב שבור לרסיסים מאיך שזה הסתיים""",321,27/02/2025 01:27
רויטל ונונו,1053158,"מגיש ערוץ 13 נשבר: ""בכיתי לראשונה בחיי הבוגרים""",1554,26/02/2025 23:57
רפאל בן זקרי,1053156,אנבידיה מדהימה את וול סטריט: שוברת תחזיות ומזנקת בהכנסות,2010,26/02/2025 23:29
אלמוג אמר,1053128,"כלכלת בחירות? סמוטריץ': ""מקווה ש- 2026 תהיה שנת הורדת מיסים"" ",410,26/02/2025 23:03
אלמוג אמר,1053154,"דיווח: שב""כ והמל""ל בודקים מעורבות זרה בעבודות הרכבת הקלה בירושלים",4476,26/02/2025 22:57
דידי אלאלוף,1053155,"נסרין קדרי: ""אני כל כך מצטערת שאתה צריך לעבור את זה""",11787,26/02/2025 22:56
אלמוג אמר,1053152,"מינוי חדש באיגוד הדירקטורים: ""מביאה עמה ניסיון עשיר ומגוון""",441,26/02/2025 22:21
אלמוג אמר,1053147,סקר מטלטל: רק 33% מהדמוקרטים רואים בחיוב את ישראל,296,26/02/2025 22:21
דידי אלאלוף,1053149,"עומד אדם: ""הלב נשבר כל פעם משפחה יקרה""",523,26/02/2025 22:19
אפרת בבג'ני,1053153,ענקית הסייבר חושפת: אלו שלוש המדינות המותקפות ביותר בעולם,552,26/02/2025 22:16
אפרת בבג'ני,1053151,"בר זומר מודה בכאב: ""אני לא מצליחה לקחת נשימה ולהירגע""",649,26/02/2025 21:45
שרון בירקמן,1053093,שנת מפנה לענקית הפרסום: הכנסות של קרוב ל-1.8 מיליארד דולר,1216,26/02/2025 21:07
אלמוג אמר,1053146,"שטראוס, אלביט ובנק הפועלים: יריד תעסוקה מיוחד לנכי צה""ל בתל אביב",432,26/02/2025 21:00
אלמוג אמר,1053139,הודעה לנהגים: אלו החסימות וההנחיות למרתון תל אביב,573,26/02/2025 20:59
אפרת בבג'ני,1053145,"בשורה משמחת לנוסעי הרכבת הקלה: ""צעד משמעותי במהפכת התחבורה""",2532,26/02/2025 20:55
דידי אלאלוף,1053141,"הכוכב הענק במפגש סוער עם האקסית הטרייה: ""הוא בוגד""",958,26/02/2025 20:45
אפרת בבג'ני,1053143,בפעם השביעית ברציפות: בית החולים בישראל זוכה לכבוד ענק,445,26/02/2025 20:27
אלמוג אמר,1053142,אבל בעולם התרבות: השחקנית האהובה אותרה ללא רוח חיים בגיל 39  ,5735,26/02/2025 20:25
אלמוג אמר,1053144,,0,26/02/2025 20:22
אפרת בבג'ני,1053136,"לאחר הפיצוץ עם שי לי עפרי - ספיר בורגיל חוגגת: ""אני מאושרת""",9843,26/02/2025 19:17
אלמוג אמר,1053135,הלילה: חמאס צפוי לשחרר ארבעה חטופים חללים ,250,26/02/2025 19:12
כפיר אדר,1053086,"יונית לוי מודה: ""לא חזרנו להיות אותו הדבר""",2653,26/02/2025 19:09
כפיר אדר,1053081,"כוכבת שנות ה-90 מודיעה: ""החיים זה עכשיו, תתעוררי""",4010,26/02/2025 19:09
דידי אלאלוף,1053133,חברת התעופה בבשורה לנוסעים: אינטרנט חינם תוצרת אילון מאסק,1301,26/02/2025 19:08
אלמוג אמר,1053131,"זעזוע בכפר עזה מהתחקיר הצה""לי: ""עדות נוספת לכך שהופקרנו"" ",384,26/02/2025 19:01
אפרת קרסנר,1053132,"סולן הלהקה האמריקנית לירדן ביבס: ""מצטער על האובדן שלך""",922,26/02/2025 18:53
אפרת בבג'ני,1053130,"סיכום המסחר בבורסה: עליות במדדים המרכזיים, מניית קמטק נוסקת",429,26/02/2025 18:30
אלמוג אמר,1053123,"שינויים בצמרת: שיכון ובינוי נדל""ן הודיעה על מינוי בכירים נוספים",2048,26/02/2025 18:26
אלמוג אמר,1053122,"יאיר הורן קורע את הלב: ""אולי הגוף שלי פה, אבל הנשמה לא""",173,26/02/2025 18:25
אלמוג אמר,1053117,האישה הערביה הראשונה בתפקיד: מינוי חדש במרכז הישראלי לחדשנות בחינוך,355,26/02/2025 18:25
אפרת קרסנר,1053098,"מרגי כותב בכאב על משפחת ביבס: ""אי אפשר לעכל, רוע טהור""",244,26/02/2025 18:20
אפרת קרסנר,1053129,"העיבוד החדש של ""הארי פוטר"" ל-HBO: זה השחקן הראשון שמצטרף",1106,26/02/2025 18:10
אפרת בבג'ני,1053127,"ינון מגל מזדעזע: ""זה אירוע שמטלטל את הספינה""",674,26/02/2025 18:05
אלמוג אמר,1053113,"ביטן מנפנף את קרעי: ""יש לו חוסר הבנה גדול בהפרדת רשויות"" ",332,26/02/2025 18:04
אורטל כהן,1053077,עבר עליכם יום קשה? תכינו לעצמכם קוקטייל בבית בקלי קלות,286,26/02/2025 18:03
רפאל בן זקרי,1053126, vivo חושפת בישראל: מכשיר הדגל הראשון שהושק בארץ,944,26/02/2025 18:03
כפיר אדר,1053094,"צופית גרנט כותבת בדמעות: ""רוצה לצרוח, לזעוק את הכאב""",411,26/02/2025 17:56
כפיר אדר,1053076,"שופט משחקי השף באמירה קשה: ""הסרטן של העולם""",647,26/02/2025 17:56
דידי אלאלוף,1053120,סכנה במוצרי הטיפוח של קובי סויסה: משרד הבריאות באזהרה חמורה,1913,26/02/2025 17:46
אפרת בבג'ני,1053124,"יוצר ""שנות ה-80"" חוטף: ""ערס, בבון ומחבל שצריך לקבל כדור בראש""",410,26/02/2025 17:44
כפיר אדר,1053068,"מגיש חדשות ערוץ 2 לשעבר חושף: ""הרווחתי יותר מכולם""",791,26/02/2025 17:32
איציק יצחקי,1052871,במחיר שיא: בכמה נמכר פנטהאוז בבניין לשימור בלב תל אביב?,2747,26/02/2025 17:28
אפרת בבג'ני,1053121,בגיל 26: זה מנהל המכירות החדש של חברת Compleyes AI,288,26/02/2025 17:25
אפרת בבג'ני,1053118,"שי לי עפרי: ""צמרמורת בכל הגוף, דמעות בעיניים והלב מרוסק""",19784,26/02/2025 17:02
שרון בירקמן,1053119,וול סטריט חצויה: איך ייראה הדוח הגורלי של אנבידיה? | ניתוח,467,26/02/2025 16:58
אלמוג אמר,1053108,הסניף הישראלי של פירמת ראיית החשבון חוטף קנס ענק ,420,26/02/2025 16:48
כפיר אדר,1053055,"ציון ברוך יוצא נגד התקשורת: ""תהיו פחות רודפי רייטינג""",1103,26/02/2025 16:45
שרון בירקמן,1053116,"אירופה נגד טסלה: מאות מיליארדים נמחקו, שווי הטריליון מתרחק",608,26/02/2025 16:43
כפיר אדר,1053041,"שי לי עופרי חוטפת משניר בורגיל: ""האמת תתגלה לכולם""",1239,26/02/2025 16:31
שרון בירקמן,1053115,"המנכ""ל הישראלי: ""הכניסה לשוק תוריד את מחיר החשמל""",544,26/02/2025 16:22
דוד זולדן,1053078,תיבת הפנדורה נפתחת: ראש המוסד החמיא לנתניהו וחשף פרטים מהמבצע,699,26/02/2025 16:22
דוד זולדן,1051538,"מנהל בית ספר איים להשעות תלמיד בגלל תפילין, קיש בגיבוי לתלמיד ",370,26/02/2025 16:21
כפיר אדר,1053112,"האטליז האהוב נסגר מיידית: טון בשר ב-60,000 שקל הושמד",33191,26/02/2025 16:16
אפרת בבג'ני,1053111,"הקריפטו היומי: מגמה חיובית בשוק, זה המטבע היחיד שירד",562,26/02/2025 16:08
אלמוג אמר,1053100,"ביזיון: אוהדים הניפו שלטים נגד ישראל - ואופ""א לא הענישה ",781,26/02/2025 16:04
כפיר אדר,1053110,"עמית סגל מקבל מחמאה חריגה: ""אתה צדיק בסדום""",1256,26/02/2025 15:56
רפאל בן זקרי,1053101, מחירי האייפון 16e נחשפים: מתי תוכלו לרכוש את המכשיר?,2170,26/02/2025 15:42
אפרת בבג'ני,1053107,"נפתלי בנט נפרד: ""יום עצוב וכואב, הלב שלי עם משפחת ביבס""",369,26/02/2025 15:38
אפרת קרסנר,1053105,"שירי מימון על בני משפחת ביבס: ""הבכי לא משחרר את הכאב"" ",266,26/02/2025 15:32
