שם,מספר כתבה,כותרת,צפיות,תאריך יצירה
כפיר אדר,1085405,הזמר האהוב בווידוי מפתיע: ''התגרשתי ואחרי 5 שנים התחתנו שוב'',1075,29/09/2025 16:09
צוף צימרינג,1085493,"""הגברת הראשונה"" של כאן יוקרן ב""Cologne Film Festival"" בגרמניה",223,29/09/2025 16:09
יהונתן פרי,1085492,בפעם השנייה ברציפות: טיקטוק וליגת ווינר סל בשיתוף פעולה אדיר,282,29/09/2025 16:06
צוף צימרינג,1085490,"הכוכבת הבינלאומית תגיע לישראל: ""7 באוקטובר יהיה יום של זיכרון עמוק""",918,29/09/2025 15:51
רוי שיינמן,1085467,בנק ישראל בהחלטה דרמטית: הריבית שוב לא יורדת בפעם ה-14 ברציפות,488,29/09/2025 15:51
יהונתן פרי,1085487,הקריפטו היומי: ביטקוין חוזר לעלות; זה המטבע שקפץ מעל אלף דולר,394,29/09/2025 15:50
כפיר אדר,1085393,בהלה בטיסה לישראל: הנוסע איבד הכרה ואז התחילה הדרמה,612,29/09/2025 15:48
אפרת בבג'ני,1085488,מגי טביבי וערוץ 14 חוגגים: זה ההישג האדיר של מגישת החדשות,2584,29/09/2025 15:36
ענת סימן טוב,1085483,מחפשים טיסה זולה? כך תטוסו בפחות מ-350 שקל,402,29/09/2025 15:35
צוף צימרינג,1085489,,0,29/09/2025 15:31
צוף צימרינג,1085486,לאחר חשיפת ice: עדן חסון משתף על העבודה סביב הקריירה הבינלאומית,247,29/09/2025 15:27
כפיר אדר,1085457,יותר קנסות ויותר דוח''ות: איפה הנהגים מסתבכים בגדול?,280,29/09/2025 15:11
אפרת בבג'ני,1085482,חברת הדיפטק הישראלית חוגגת: השלימה גיוס בסך של 12 מיליון דולר,569,29/09/2025 15:02
רונן זכאי,1085481,"אנלייט הישראלית בעסקת ענק בסך 340 מיליון דולר, המניה עולה",0,29/09/2025 14:46
טל גורן,1085475,שני אחים גנבו נכסים דיגיטליים בשווי 8 מיליארד דולר: זה העונש שיקבלו,524,29/09/2025 14:40
יהודה לוינגר,1085463,בגיל 54: דודו אוטמזגין חוגג הישג היסטורי לראשונה בחייו,1954,29/09/2025 14:38
צוף צימרינג,1085451,שון יפישין משתף על אלה לי להב וחושף: האם הם בזוגיות? | ראיון,625,29/09/2025 14:28
רוי שיינמן,1085459,טראמפ מטיס את מניות הקנאביס - אלו המניות שמזנקות,408,29/09/2025 14:25
הדר הראל,1085474,לא רק ביטקוין: המהלך הרגולטורי שעשוי להזניק את הדור הבא של המטבעות,370,29/09/2025 14:21
הדר הראל,1085471,האדם נגד המכונה: מי באמת מנהל את שוק המניות עכשיו?,271,29/09/2025 14:13
טל גורן,1085473,מהפכה בסל החיסונים בישראל: זה החיסון שיפחית את התחלואה ב-80%,466,29/09/2025 14:11
איציק יצחקי,1085259,כמה עולה לשכור משרד בתל אביב? הנתונים המלאים נחשפים,443,29/09/2025 14:01
כפיר אדר,1085469,"רמי לוי מחזיר את המוצר האהוב בחזרה למדפים: ''חדשות טובות""",34589,29/09/2025 13:59
רעי שני,1085468,"גל פיטורים בחברת הענק: 4,000 עובדים יילכו הביתה",990,29/09/2025 13:56
טל גורן,1085465,אהוד יערי זרק פצצה באולפן חדשות 12: האם עמד בהבטחה?,7161,29/09/2025 13:54
הדר הראל,1085461,יום הלב הבינלאומי: הצעדים הפשוטים שיצילו את הלב שלכם,1045,29/09/2025 13:26
ענת סימן טוב,1085452,הנתונים המדאיגים נחשפים: בתי המלון בישראל חווים ירידה חדה,450,29/09/2025 13:24
כפיר אדר,1085458,חניון רובוטי ראשון בישראל: זו העיר בה הוא פועל ולא ידעתם,797,29/09/2025 13:23
כפיר אדר,1085454,בפעם הראשונה אי פעם: זו העיר שתעבור פרויקט התחדשות עירונית,300,29/09/2025 13:15
רוי שיינמן,1085422,"וורן באפט מזהיר אתכם: ""אתם משחקים באש""",368,29/09/2025 13:12
טל גורן,1085456,"משרד הבריאות באזהרה חריגה: ""לפנות בדחיפות ללשכת הבריאות""",256,29/09/2025 13:12
כפיר אדר,1085411,נתב''ג משבית את הפעילות: זה מה שיקרה ב-1.10,1005,29/09/2025 13:11
רעי שני,1085455,שופרסל שוברת את השוק: מרסקת מחירים של עשרות מוצרים,17552,29/09/2025 13:08
רונן זכאי,1085453,השחקן המוכר מבזבז אלפי יורו ביום: זו הסיבה  טום הולנד מסתבך עם המעריצים: הצעד החריג שהוביל להוצאות של אלפי יורו,0,29/09/2025 13:01
כפיר אדר,1085400,אלירז שדה חוגג יום מאושר: ''גם כשאני לידך אני מתגעגע'',503,29/09/2025 12:54
רעי שני,1085448,"ממשלות השמאל בעולם מנסות לסגור על ישראל, הן לא תצלחנה! | פרופ' ירון זליכה",1453,29/09/2025 12:53
טל גורן,1085450,מהפכה במגרשי הספורט בישראל: כך הם יהפכו להשקעה מניבה,267,29/09/2025 12:48
טל גורן,1085449,"כתבת חדשות 12 במתקפה חריפה: ""ערוץ הסתה, הרעל מחלחל""",2128,29/09/2025 12:28
רעי שני,1085440,טלטלה בשוק המוניות בישראל: זו הסיבה לירידה הדרמטית במחירים,11804,29/09/2025 12:12
טל גורן,1085439,"בדרך להפסקת אש בעזה: הפערים בין טראמפ לנתניהו צומצמו, זו דרישת חמאס",374,29/09/2025 12:10
טל גורן,1085445,"כוכב האח הגדול מתפרק: ""שואל את עצמי מתי תבוא הזוגיות שאני רוצה?""",346,29/09/2025 12:09
רוי שיינמן,1085420,הבורסה הסינית בשיא - כדאי להשקיע או מאוחר מדי?,237,29/09/2025 12:06
יהודה לוינגר,1085441,בנק הפועלים נפרד: מנהל הדיגיטל עוזב לאחר שבעה חודשים בלבד,1262,29/09/2025 12:04
צוף צימרינג,1085444,"גלעד פרץ מ""האח הגדול"" חושף כי הוא מחפש זוגיות ומציע אייפון | צפו",358,29/09/2025 11:56
ענת סימן טוב,1085361,"מנכ""ל SCOOP: ""עברתי מסלול חיים לא פשוט""",870,29/09/2025 11:56
הדר הראל,1085442," התקף חרדה: איך מזהים אותו, ומה אפשר לעשות כשזה קורה",74,29/09/2025 11:50
כפיר אדר,1085434,הזוכים ב-17 מיליון שקל בלוטו נחשפים: ''חושב על שינוי מקצועי'',1226,29/09/2025 11:42
כפיר אדר,1085398,רמי לוי וישראייר בבשורה לטסים: זה מה שיקרה מה-19.10 בנתב''ג,272,29/09/2025 11:42
הדר הראל,1085431, 4 סודות מפתיעים שמדענים גילו כעת בכוס הבירה והיין שלכם,300,29/09/2025 11:28
טל גורן,1085437,רשת מלונות פתאל מרעננת את השורות: זו הבכירה שמצטרפת לקבוצה,533,29/09/2025 11:24
כפיר אדר,1085438,הבורסה בהתלהבות: המלחמה תופסק? המדדים כבר מרגישים את זה,247,29/09/2025 11:23
רעי שני,1085436,זארה שוקלת לעזוב את ישראל? זו ההחלטה שקיבלה הרשת,4604,29/09/2025 11:22
צוף צימרינג,1085435,ישראל תשתתף באירוויזיון? תאגיד השידור הציבורי וקשת משתפים פעולה,238,29/09/2025 11:15
טל גורן,1085430,הנהלת הסופרבול החליטה: זה כוכב הענק שיופיע במחצית המשחק היוקרתי,173,29/09/2025 11:09
רוי שיינמן,1085425,"זינוק של 1,700% - כך עשתה המניה הישראלית מהפך חלומי",4644,29/09/2025 11:06
רונן זכאי,1085433,"בגיל 36: הזמר הישראלי מרחיב את המשפחה ""ברוכה הבאה""",0,29/09/2025 11:02
כפיר אדר,1085432,כניסת וצאת יום כיפור: מתי נכנס הצום ומה מזג האוויר?,1016,29/09/2025 11:00
רעי שני,1085426,"דרמה בנתב""ג: החשוד בירי והשלכת רימון על השווארמה המפורסמת נעצר",578,29/09/2025 10:52
טל גורן,1085428,עם שוק עולמי בשווי 20 מיליארד דולר: זו החברה שנבחרה לנציגה הרשמית בישראל,243,29/09/2025 10:48
צוף צימרינג,1085427,טיילור מלכוב מגיבה לסרט על הדרמה בחייה. והאם התקבל צו איסור פרסום?,1194,29/09/2025 10:42
איציק יצחקי,1085424,"החרם נגד ישראל מגיע גם לענף הנדל""ן: ""הפכנו למטרה""",1433,29/09/2025 10:30
צוף צימרינג,1085423,"הנשיא יצחק הרצוג על סערת האירוויזיון: ""מהלך שנועד להחליש""",231,29/09/2025 10:23
טל גורן,1085421,הכוכב הישראלי ייעדר ממשחקה של קבוצתו: זו הסיבה לכך,784,29/09/2025 10:09
כפיר אדר,1085383,"אופירה אסייג מבקשת את עזרת הציבור: תשיג 400,000 שקל?",8303,29/09/2025 09:59
טל גורן,1085419,"בן כספית מתפוצץ: ""זו תועבה שאין לתאר, סדום ועמורה""",749,29/09/2025 09:54
רעי שני,1085418,ישראל היום במינוי מסקרן: זו הכתבת החדשה שמצטרפת,673,29/09/2025 09:53
צוף צימרינג,1085416,ארז איסקוב חוגג: זו הבחורה החדשה בחייו? | צפו,3288,29/09/2025 09:46
איציק יצחקי,1085382,דירה בהנחה של מיליון שקל: אלו הערים החדשות שמצטרפות,840,29/09/2025 09:42
רעי שני,1085417,סופר פארם עושה מהפכה בסניפים: זה המותג החדש שנפתח כחנות עצמאית,394,29/09/2025 09:42
טל גורן,1085414,גאולה אבן סער בדרך לתפקיד חדש: תקבל את הרצועה היוקרתית?,737,29/09/2025 09:41
צוף צימרינג,1085413,שרה נתניהו בביקור אצל הרבי: זו הדרמה עם משפחות החטופים,655,29/09/2025 09:38
רעי שני,1085399,הרצח שמזעזע את העולם: שלוש צעירות עונו למוות בשידור חי,11359,29/09/2025 09:38
רעי שני,1085415,בכ-58 מיליון שקל: זו החברה שרכשה את מגדל הענק בחיפה,316,29/09/2025 09:33
טל גורן,1085412,"הרצוג בעקיצה לנתניהו: ""לתפקד כמדינה מתוקנת זה להיות חלק ממשפחת העמים""",433,29/09/2025 09:23
רוי שיינמן,1085409,הדולר צונח ב-1.4% ומתקרב לשפל שנתי - זה מה שמושך אותו למטה,10029,29/09/2025 09:22
ענת סימן טוב,1085356,עדכוני תעופה: אלו החברות שחזרו לישראל ואלו שעדיין לא  ,380,29/09/2025 09:12
טל גורן,1085407,"ה-WWE גורם לשערורייה: ""אתם יודעים היטב מה קרה ב-7.10.23""",333,29/09/2025 09:09
כפיר אדר,1085386,מגישת חדשות 13 המפוטרת חוטפת: ''שרה הלל לפשעי מלחמה'',918,29/09/2025 09:08
כפיר אדר,1085408,"רייטינג: מאסטר שף לא עוצרת, ינון מגל והפטריוטים בהישג חריג",2594,29/09/2025 09:08
רעי שני,1085410,אלביט מערכות בעסקת ענק: זה מה שתמכור תמורת כ-400 מיליון שקל,544,29/09/2025 09:05
טל גורן,1085406,התעשייה האווירית חוטפת קנס בשווי 825 אלף שקלים: הסיבה נחשפת,309,29/09/2025 08:46
כפיר אדר,1085403,משקיעים בחברה הזו? דיבידנד 12 ברציפות בדרך אליכם,468,29/09/2025 08:39
כפיר אדר,1085396,"העוקץ החכם בישראל: איך 300 אלף מצטמק ל""רק"" 45,000 שקל?",235,29/09/2025 08:39
רעי שני,1085395,איש העסקים ברח מישראל: חשוד בהונאת מאות משקיעים בסכומי עתק,447,29/09/2025 08:38
איציק יצחקי,1085404,"טלטלה בשוק הנדל""ן: המדינה שללה רישיון משתי חברות קבלניות ",987,29/09/2025 08:38
רוי שיינמן,1085394,"מניית השבבים ""הסודית"" שמפגרת מאחור, והאם היא יכולה לזנק?",286,29/09/2025 08:31
טל גורן,1085402,"יותר מ-1,500 סטודנטים בפנייה דחופה לנתניהו: ""עצור את חקיקת חוק ההשתמטות""",350,29/09/2025 08:29
טל גורן,1085397,סכנה ביעד האהוב: שדות תעופה נסגרו ויותר מ-30 אלף תושבים פונו מבתיהם,384,29/09/2025 08:16
טל גורן,1085392,"איתמר בן גביר חוטף מכה קשה: מח""ש חקרה שניים ממקורביו",424,29/09/2025 07:52
כפיר אדר,1085385,רותם אבוהב חוששת? ''חשבתי שזה מקצוע שנכחד'',327,29/09/2025 07:51
רעי שני,1085391,בתו של דן מרידור ברכישת ענק: אקזיט לסטארטאפ הישראלי,13777,29/09/2025 07:47
טל גורן,1085390,"משפחות החטופים הפגינו מול בניין האו""ם: ""אנחנו לא מאבדים תקווה""",205,29/09/2025 07:39
רוי שיינמן,1085389,לקראת פתיחת המסחר: מה צפוי היום והאם תהיה הורדת ריבית?,413,29/09/2025 07:38
כפיר אדר,1085387,שופרסל ורשת הסטוק שלה בדרך לבית המשפט? הסכסוך הגדול נחשף,811,29/09/2025 07:27
טל גורן,1085388,"מזרח תיכון חדש? טראמפ: ""יש לנו סיכוי לגדולה בפעם הראשונה אי פעם""",262,29/09/2025 07:17
כפיר אדר,1085384,בלגן בחברת הביטוח: חשדות למעילה במיליונים בתביעות מזויפות ,9276,29/09/2025 07:00
כפיר אדר,1085381,אייל גולן חושף את שם התינוק החדש: ''וייקרא שמו בישראל'',20843,29/09/2025 07:00
רעי שני,1085277,בנק ישראל יוריד את הריבית? זה מה שצפוי לקרות היום,408,29/09/2025 06:40
ענת סימן טוב,1085355,"רמי לוי, ויקטורי או יוחננוף: זו רשת המזון הזולה השבוע",270,29/09/2025 06:20
אפרת בבג'ני,1085359,המדריך המלא ליום כיפור: עצות לתזונה נכונה לפני ואחרי הצום,328,29/09/2025 06:20
איציק יצחקי,1085175,בכמה זמן בונים דירה בישראל? הנתון שחושף דרמה בשוק הדיור,583,29/09/2025 06:00
כפיר אדר,1085379,דנה וייס מדהימה את צופי חדשות 12: כך עלתה לשידור,1408,29/09/2025 06:00
כפיר אדר,1085380,איילה חסון מאוימת: ''מגיע לפוצץ לך את הצורה'',588,29/09/2025 06:00
כפיר אדר,1085378,מהרו לתדלק: כמה כסף תחסכו אם תעשו זאת עד ה-1.10?,483,29/09/2025 05:30
כפיר אדר,1085377,רמי לוי מגיב לגניבת העגלות: זו העיר שתקבל עגלות חדשות,6085,29/09/2025 05:25
כפיר אדר,1085376,"ביטוח לאומי יחלק מענק של 649 ועד 1,200 שקל: מי הזכאים?",9658,29/09/2025 05:20
רויטל ונונו,1085375,"הונאה זדונית בביט עשויה לסכן גם אתכם: ""נעלם הכסף"" ",640,29/09/2025 04:09
רויטל ונונו,1085374,"בתו של המוזיקאי המפורסם נעדרת: ""עזרו לנו למצוא אותה""",1483,29/09/2025 03:34
רויטל ונונו,1085373,"כוכב הפטריוטים עבר תקיפה: ""מישהו עצר לידי והכניס לי מכה""",528,29/09/2025 02:45
יהודה רוזן,1085372,המהלך הדרמטי שיכול להפוך את ווישור לענקית ביטוח,539,29/09/2025 02:40
יהודה רוזן,1085371,"נטעלי שם טוב מגיבה להחלטה הדרמטית: ""לעשות צדק לעצמי""",499,29/09/2025 02:13
יהודה רוזן,1085370,"השב""כ חשף: בתו של השר בן גביר ניצלה ממלכודת איראנית - ""קו ישיר""",472,29/09/2025 01:59
יהודה רוזן,1085369,"וול סטריט בהלם: ""הכוכב הפיננסי"" נעצר והסודות האפלים נחשפים ",395,29/09/2025 01:45
רויטל ונונו,1085367,"אברי גלעד מתפוצץ: ""מתחשבים במחבלים ובנפשם המעורערת""",368,29/09/2025 01:40
יהודה רוזן,1085368,"""הצל"" רותח: כך הותקפו הוריו בחצר ביתם - ""לא אוהבים דעה פוליטית""",601,29/09/2025 01:29
יהודה רוזן,1085366,"נתב""ג בעין הסערה: האם תיאלץ לשלם מיליוני שקלים לתובעים? ",334,29/09/2025 01:20
רויטל ונונו,1085365,"אילנית לוי נפרדת מישראל בדרך ליעד חדש: ""לא סיפרתי לכם עוד""",1308,29/09/2025 00:32
רויטל ונונו,1085364,"מוריה אסרף נגד ""הארץ"": ""אם אפסיק להיות בצד של ישראל, אקבל מהם עצות""",494,28/09/2025 23:39
אפרת בבג'ני,1085362,לירון ויצמן ונלי תגר נפרדות לאחר 5 וחצי שנים: עוזבות את 102FM,968,28/09/2025 22:52
ירון שמאי,1085363,געגועים לשמעון פרס: האירוע שאיחד את צמרת המשק הישראלי,330,28/09/2025 22:51
ירון שמאי,1085360,עופר ינאי ואלונה ברקת זוכים לכבוד מיוחד: זה הפרס שקיבלו,399,28/09/2025 22:41
ירון שמאי,1085358,"אחינועם ניני: ""נתניהו פושע סדיסט"". הצל: ""משווה אותנו לארגון טרור""",505,28/09/2025 22:26
אפרת בבג'ני,1085357,"העיתונאי הוותיק נגד תומכי נתניהו: ""בובות גרב מבולבלות של הביביזם""",335,28/09/2025 22:19
רוי שיינמן,1085237,לקראת החלטת הריבית - זה מה שצופים האנליסטים,852,28/09/2025 22:08
אפרת בבג'ני,1085354,ענף ההייטק הישראלי נחשף: זה הסכום האסטרונומי שנתרם לקהילה,486,28/09/2025 21:54
כפיר אדר,1085309,רמי לוי עושה שינוי בסניפים בישראל: זה מה שיקרה מה-4.10,967,28/09/2025 21:47
ירון שמאי,1085353,עשר המניות שטסו בשנה האחרונה: מי גרפה תשואה של 908%?,1278,28/09/2025 21:25
אפרת בבג'ני,1085352,"סקר מנדטים חדש: נתניהו חוגג ניצחון אדיר, מה קרה לאיזנקוט?",12253,28/09/2025 21:21
כפיר אדר,1085334,סינמה סיטי מייקרת מחירים בישראל: כמה תשלמו לכרטיס ובמזנון?,670,28/09/2025 21:00
אפרת בבג'ני,1085350,ריבית בנק ישראל תישאר ללא שינוי? זו התחזית של מיטב השקעות,835,28/09/2025 20:53
כפיר אדר,1085351,ריקול לשוקולדים האהובים: זה המותג שיורד מהמדפים בישראל,20534,28/09/2025 20:49
אפרת בבג'ני,1085349,"מאי ערב: ""הייתי בדאון, בקושי תקשרתי עם החברים והמשפחה""",1261,28/09/2025 20:19
כפיר אדר,1085333,"ב-20,000 שקל בלבד: כך מעלימים מיליונים מרשות המסים",460,28/09/2025 20:18
כפיר אדר,1085343,"ריינאייר נבהלה מהטילים ותשלם ביוקר: הנוסעים יקבלו 10,500 שקל",725,28/09/2025 20:11
כפיר אדר,1085331,"קנס של 1,500 שקל ו-10 נקודות: המשטרה לא מפסיקה לחלק דוחות",609,28/09/2025 19:58
רוי שיינמן,1085279,הבכיר שמימש מניות במיליוני דולרים - רגע לפני הנפילה,980,28/09/2025 19:52
אפרת בבג'ני,1085348,לקראת יום כיפור - תזונאית מסבירה: כך תעברו את הצום בקלות,316,28/09/2025 19:51
יהודה לוינגר,1085346,עידן תלם חושף לראשונה: כמה כסף מרוויחים באמת מסרטון?,1053,28/09/2025 19:45
ירון שמאי,1085347,אהרון פרנקל משקיע חצי מיליארד שקל בשבועיים: רכש עוד מניות,1367,28/09/2025 19:44
אפרת בבג'ני,1085345,"הבכירה לשעבר בלשכת רה""מ נגד שרה נתניהו: ""אישה ריקנית""",7605,28/09/2025 19:30
אפרת בבג'ני,1085344,"משרד הבריאות בהודעה חשובה להורים: ""החיסון מציל חיים""",313,28/09/2025 19:05
כפיר אדר,1085342,מגישת חדשות 13 תפוטר מתפקידה? בית הדין בהחלטה דרמטית,1136,28/09/2025 18:59
אפרת בבג'ני,1085341,דרמה באשקלון: 7 חשודים נעצרו בגין עבירות סחיטה באיומים והשלכת רימון,318,28/09/2025 18:55
כפיר אדר,1085305,מחבר 'אבא עשיר אבא עני' ממליץ: ''אל תהיו שכירים'' וזו הסיבה,592,28/09/2025 18:55
כפיר אדר,1085294,"ביטוח לאומי באזהרה למיליוני ישראלים: ''היזהרו, מדובר בפייק''",2487,28/09/2025 18:37
כפיר אדר,1085329,"ביזיון: מגיש ערוץ 14 ביקש לצפות בערוץ בבית החולים, מדוע סורב?",523,28/09/2025 18:32
כפיר אדר,1085312,ערוץ 14 מבטיח לקהל שיגיע הערב לפטריוטים: זו המתנה שתקבלו,340,28/09/2025 18:28
